player_name,game_type,games_count,rating_2_0,ACS,KDRatio,KAST_pct,ADR,total_kills,total_deaths,total_assists,total_first_kills,total_first_deaths
TenZ,Regular Season,56,1.104857142857143,229.75,1.2818363636363637,68.4,142.6530612244898,17.160714285714285,14.535714285714286,4.464285714285714,2.9642857142857144,2.1020408163265305
TenZ,Playoffs,253,1.0862658227848103,235.13888888888889,1.257765873015873,73.11392405063292,143.49065420560748,17.25296442687747,14.988142292490119,6.213438735177865,3.0833333333333335,2.4813084112149535
chronicle,Regular Season,23,1.0642105263157895,211.43478260869566,1.2326521739130434,71.21052631578948,137.6086956521739,15.08695652173913,13.826086956521738,6.3478260869565215,1.391304347826087,1.5217391304347827
chronicle,Playoffs,285,1.1284313725490196,220.10526315789474,1.2875017543859648,74.40196078431373,142.02952029520296,16.157894736842106,13.957894736842105,6.628070175438596,2.1543859649122807,1.9040590405904059
