player_name,game_type,games_count,rating_2_0,ACS,KDRatio,KAST_pct,ADR,total_kills,total_deaths,total_assists,total_first_kills,total_first_deaths
N4RRATE,Regular Season,5,1.03,193.2,1.0877999999999999,71.2,121.4,14.8,14.2,6.4,1.2,2.2
N4RRATE,Playoffs,7,1.1214285714285714,238.28571428571428,1.108142857142857,78.42857142857143,153.71428571428572,15.857142857142858,14.714285714285714,7.571428571428571,1.4285714285714286,1.7142857142857142
verno,Regular Season,4,1.1400000000000001,230.5,1.0122499999999999,69.5,153.75,14.0,13.75,5.25,0.75,0.75
